controller,seed,net_profit,total_revenue,total_cost,served_customers,rejected_customers,mean_soc_fulfillment,total_compute_s,mean_step_ms,gap_to_best,ports,grid_cap_strain,experiment_id,tariff,bess_enabled,v2g_enabled,solver
milp_h1,0,103.46149510145187,161.4375,57.976004898548126,8,225,0.670564689942161,3.591772700063302,12.47143298633091,0.44305541627109335,3,0.5,0_75_p3_h1_3_6_12_s0_50,0.75,False,False,highs
milp_h1,1,104.82715460658073,160.875,56.047845393419266,6,226,0.9187338008004449,3.4233006999420468,11.886460763687662,1.8087149213999538,3,0.5,0_75_p3_h1_3_6_12_s0_50,0.75,False,False,highs
milp_h1,2,107.0138995796442,161.4375,54.4236004203558,2,239,0.9980511939289702,3.4341787999583175,11.924231944299713,3.9954598944634228,3,0.5,0_75_p3_h1_3_6_12_s0_50,0.75,False,False,highs
milp_h1,3,103.30197031795979,160.875,57.573029682040215,6,227,0.9981742389762016,3.542538700043224,12.300481597372304,0.28353063277900503,3,0.5,0_75_p3_h1_3_6_12_s0_50,0.75,False,False,highs
milp_h1,4,99.85825496166945,161.4375,61.579245038330555,2,237,0.0,3.415226699959021,11.858426041524378,-3.1601847235113354,3,0.5,0_75_p3_h1_3_6_12_s0_50,0.75,False,False,highs
milp_h1,5,105.94712971150875,159.75,53.80287028849125,5,249,0.9999994584773421,3.3821992999728536,11.743747569350186,2.9286900263279705,3,0.5,0_75_p3_h1_3_6_12_s0_50,0.75,False,False,highs
milp_h1,6,100.312739610672,159.75,59.437260389328,4,275,0.9985266226289099,3.365342899924144,11.685218402514389,-2.7057000745087834,3,0.5,0_75_p3_h1_3_6_12_s0_50,0.75,False,False,highs
milp_h1,7,116.08566733449697,160.3125,44.226832665503025,2,225,0.9985994338635947,3.5063174999086186,12.17471354134937,13.067227649316195,3,0.5,0_75_p3_h1_3_6_12_s0_50,0.75,False,False,highs
milp_h1,8,107.40514415502548,160.3125,52.90735584497452,5,242,0.9983411055734399,3.4580629999982193,12.007163194438261,4.386704469844702,3,0.5,0_75_p3_h1_3_6_12_s0_50,0.75,False,False,highs
milp_h1,9,93.60636006295681,160.875,67.26863993704319,3,264,0.8378449341041323,3.4677702999906614,12.040869097189796,-9.41207962222397,3,0.5,0_75_p3_h1_3_6_12_s0_50,0.75,False,False,highs
milp_h1,10,85.98357054591179,161.4375,75.45392945408821,5,233,0.9659427103570506,3.459730200091144,12.012952083649806,-17.03486913926899,3,0.5,0_75_p3_h1_3_6_12_s0_50,0.75,False,False,highs
milp_h1,11,101.9364295899868,160.3125,58.3760704100132,7,207,0.8850207146244535,3.545444800009136,12.310572222253946,-1.0820100951939793,3,0.5,0_75_p3_h1_3_6_12_s0_50,0.75,False,False,highs
milp_h1,12,103.15416002646089,161.4375,58.283339973539114,3,247,0.9986554744946895,3.086183000035817,10.715913194568808,0.13572034128010557,3,0.5,0_75_p3_h1_3_6_12_s0_50,0.75,False,False,highs
milp_h1,13,103.66109937429428,160.875,57.21390062570572,7,221,0.7246636199212529,3.896102700018673,13.528134375064838,0.6426596891135006,3,0.5,0_75_p3_h1_3_6_12_s0_50,0.75,False,False,highs
milp_h1,14,100.70472007244825,160.3125,59.607779927551746,7,249,0.9974315945949026,4.263823199886247,14.80494166627169,-2.313719612732527,3,0.5,0_75_p3_h1_3_6_12_s0_50,0.75,False,False,highs
milp_h1,15,105.61449721455574,160.3125,54.69800278544426,6,224,0.996983610931791,4.017682199875708,13.950285416235097,2.59605752937496,3,0.5,0_75_p3_h1_3_6_12_s0_50,0.75,False,False,highs
milp_h1,16,100.79428475350142,161.4375,60.643215246498585,5,230,0.9987287896544202,4.070617099860101,14.134087152292018,-2.224154931679365,3,0.5,0_75_p3_h1_3_6_12_s0_50,0.75,False,False,highs
milp_h1,17,92.84937742352486,160.3125,67.46312257647514,6,235,0.9951902833586197,4.094976299937116,14.218667708114985,-10.169062261655924,3,0.5,0_75_p3_h1_3_6_12_s0_50,0.75,False,False,highs
milp_h1,18,121.58215469866991,160.875,39.29284530133009,5,238,0.5060252615313208,4.260897899846896,14.794784374468387,18.56371501348913,3,0.5,0_75_p3_h1_3_6_12_s0_50,0.75,False,False,highs
milp_h1,19,100.51328241080046,160.3125,59.79921758919954,2,205,0.0,4.153265999950236,14.421062499827208,-2.5051572743803234,3,0.5,0_75_p3_h1_3_6_12_s0_50,0.75,False,False,highs
milp_h1,20,115.15872019529343,159.75,44.59127980470657,4,244,0.9984834229831959,4.117936699985876,14.298391319395401,12.140280510112646,3,0.5,0_75_p3_h1_3_6_12_s0_50,0.75,False,False,highs
milp_h1,21,91.02534808963537,159.1875,68.16215191036463,4,241,0.9992420227589932,4.091736900008982,14.207419791697854,-11.993091595545408,3,0.5,0_75_p3_h1_3_6_12_s0_50,0.75,False,False,highs
milp_h1,22,115.80730544775724,161.4375,45.630194552242756,4,245,0.9995646250119085,4.27531720008119,14.844851389170799,12.788865762576464,3,0.5,0_75_p3_h1_3_6_12_s0_50,0.75,False,False,highs
milp_h1,23,105.77589766681194,160.3125,54.53660233318806,4,246,0.814556241460567,4.087705400015693,14.193421527832268,2.7574579816311626,3,0.5,0_75_p3_h1_3_6_12_s0_50,0.75,False,False,highs
milp_h1,24,102.85920799523592,161.4375,58.57829200476408,6,240,0.8563436206169422,4.1313398998609046,14.344930207850362,-0.15923168994486048,3,0.5,0_75_p3_h1_3_6_12_s0_50,0.75,False,False,highs
milp_h1,25,80.75142695009708,161.4375,80.68607304990292,5,246,0.9965555406279857,4.321623100069701,15.005635764130906,-22.267012735083696,3,0.5,0_75_p3_h1_3_6_12_s0_50,0.75,False,False,highs
milp_h1,26,101.47973971813917,161.4375,59.95776028186083,4,215,0.793281354988137,4.105728600115981,14.256002083736044,-1.5386999670416088,3,0.5,0_75_p3_h1_3_6_12_s0_50,0.75,False,False,highs
milp_h1,27,123.04827006161213,161.4375,38.38922993838787,4,261,0.9988373743260115,4.058738400053699,14.09284166685312,20.02983037643135,3,0.5,0_75_p3_h1_3_6_12_s0_50,0.75,False,False,highs
milp_h1,28,93.86773516237736,160.875,67.00726483762264,4,256,0.0,4.142573699951754,14.383936458165813,-9.150704522803423,3,0.5,0_75_p3_h1_3_6_12_s0_50,0.75,False,False,highs
milp_h1,29,98.95533773303032,160.3125,61.35716226696968,3,244,0.0,4.265049599925987,14.809199999743011,-4.063101952150461,3,0.5,0_75_p3_h1_3_6_12_s0_50,0.75,False,False,highs
milp_h3,0,103.46149510145187,161.4375,57.976004898548126,3,230,0.996699281106552,6.5180746001860825,22.63220347286834,0.44305541627109335,3,0.5,0_75_p3_h1_3_6_12_s0_50,0.75,False,False,highs
milp_h3,1,104.82715460658073,160.875,56.047845393419266,6,226,0.6601274824812444,5.161019500184921,17.920206597864308,1.8087149213999538,3,0.5,0_75_p3_h1_3_6_12_s0_50,0.75,False,False,highs
milp_h3,2,107.0138995796442,161.4375,54.4236004203558,3,238,0.9980511939289702,5.346987300072215,18.565928125250746,3.9954598944634228,3,0.5,0_75_p3_h1_3_6_12_s0_50,0.75,False,False,highs
milp_h3,3,103.30197031795979,160.875,57.573029682040215,3,230,0.987335901500529,6.38427620010043,22.16762569479316,0.28353063277900503,3,0.5,0_75_p3_h1_3_6_12_s0_50,0.75,False,False,highs
milp_h3,4,99.85825496166945,161.4375,61.579245038330555,5,234,0.8080285330673764,6.744322500017006,23.41778645839238,-3.1601847235113354,3,0.5,0_75_p3_h1_3_6_12_s0_50,0.75,False,False,highs
milp_h3,5,105.94712971150875,159.75,53.80287028849125,7,247,0.8915482958220182,6.453882999892812,22.40931597185004,2.9286900263279705,3,0.5,0_75_p3_h1_3_6_12_s0_50,0.75,False,False,highs
milp_h3,6,100.9954795986414,160.875,59.879520401358604,1,278,0.0,7.915235699969344,27.48345729156022,-2.022960086539385,3,0.5,0_75_p3_h1_3_6_12_s0_50,0.75,False,False,highs
milp_h3,7,116.08566733449697,160.3125,44.226832665503025,4,223,0.9990227620827166,6.999197900033323,24.302770486226816,13.067227649316195,3,0.5,0_75_p3_h1_3_6_12_s0_50,0.75,False,False,highs
milp_h3,8,107.76818914711475,160.875,53.106810852885246,3,243,0.9984756610851186,6.15813840010378,21.38242500036035,4.749749461933973,3,0.5,0_75_p3_h1_3_6_12_s0_50,0.75,False,False,highs
milp_h3,9,93.60636006295681,160.875,67.26863993704319,4,263,0.8911857063922827,7.033117200044217,24.420545833486862,-9.41207962222397,3,0.5,0_75_p3_h1_3_6_12_s0_50,0.75,False,False,highs
milp_h3,10,85.98357054591179,161.4375,75.45392945408821,8,230,0.6917788646230889,6.26572260010289,21.75598125035726,-17.03486913926899,3,0.5,0_75_p3_h1_3_6_12_s0_50,0.75,False,False,highs
milp_h3,11,102.70145959407091,161.4375,58.73604040592909,5,209,0.6719224725151722,6.508122800121782,22.597648611533966,-0.316980091109869,3,0.5,0_75_p3_h1_3_6_12_s0_50,0.75,False,False,highs
milp_h3,12,103.15416002646089,161.4375,58.283339973539114,7,243,0.7171079550512675,5.7645715000981,20.015873264229512,0.13572034128010557,3,0.5,0_75_p3_h1_3_6_12_s0_50,0.75,False,False,highs
milp_h3,13,104.00849186629057,161.4375,57.42900813370943,3,225,0.9968057267438064,6.973123400253826,24.212234028659118,0.9900521811097889,3,0.5,0_75_p3_h1_3_6_12_s0_50,0.75,False,False,highs
milp_h3,14,101.41740008443594,161.4375,60.02009991556406,7,249,0.9975783956301946,7.349110300230677,25.517744098023186,-1.6010396007448406,3,0.5,0_75_p3_h1_3_6_12_s0_50,0.75,False,False,highs
milp_h3,15,105.95441970974207,160.875,54.92058029025793,4,226,0.9955002416297418,5.7697307000053115,20.033787152796222,2.935980024561289,3,0.5,0_75_p3_h1_3_6_12_s0_50,0.75,False,False,highs
milp_h3,16,100.79428475350142,161.4375,60.643215246498585,5,230,0.9991946748151892,6.972271700084093,24.2092767364031,-2.224154931679365,3,0.5,0_75_p3_h1_3_6_12_s0_50,0.75,False,False,highs
milp_h3,17,92.84937742352486,160.3125,67.46312257647514,5,236,0.9981000479406071,6.122271399945021,21.257886805364656,-10.169062261655924,3,0.5,0_75_p3_h1_3_6_12_s0_50,0.75,False,False,highs
milp_h3,18,121.58215469866991,160.875,39.29284530133009,6,237,0.8993176570105135,5.875653799856082,20.40157569394473,18.56371501348913,3,0.5,0_75_p3_h1_3_6_12_s0_50,0.75,False,False,highs
milp_h3,19,100.51328241080046,160.3125,59.79921758919954,2,205,0.0,7.091351799972472,24.622749305459973,-2.5051572743803234,3,0.5,0_75_p3_h1_3_6_12_s0_50,0.75,False,False,highs
milp_h3,20,115.15872019529343,159.75,44.59127980470657,6,242,0.9963926310941345,6.45798560003459,22.423561111231216,12.140280510112646,3,0.5,0_75_p3_h1_3_6_12_s0_50,0.75,False,False,highs
milp_h3,21,91.02534808963537,159.1875,68.16215191036463,3,242,0.0,8.04537089994119,27.9353156247958,-11.993091595545408,3,0.5,0_75_p3_h1_3_6_12_s0_50,0.75,False,False,highs
milp_h3,22,115.80730544775724,161.4375,45.630194552242756,4,245,0.9988902171106003,7.533806300139986,26.15904965326384,12.788865762576464,3,0.5,0_75_p3_h1_3_6_12_s0_50,0.75,False,False,highs
milp_h3,23,105.77589766681194,160.3125,54.53660233318806,6,244,0.8148339402953124,6.308696800144389,21.905197222723572,2.7574579816311626,3,0.5,0_75_p3_h1_3_6_12_s0_50,0.75,False,False,highs
milp_h3,24,102.85920799523592,161.4375,58.57829200476408,6,240,0.7014817504429203,6.752566500013927,23.44641145838169,-0.15923168994486048,3,0.5,0_75_p3_h1_3_6_12_s0_50,0.75,False,False,highs
milp_h3,25,80.75142695009708,161.4375,80.68607304990292,4,247,0.9965905816667272,5.974294800151256,20.74407916719186,-22.267012735083696,3,0.5,0_75_p3_h1_3_6_12_s0_50,0.75,False,False,highs
milp_h3,26,101.47973971813917,161.4375,59.95776028186083,3,216,0.9989257588498375,5.694313199943281,19.77192083313639,-1.5386999670416088,3,0.5,0_75_p3_h1_3_6_12_s0_50,0.75,False,False,highs
milp_h3,27,123.04827006161213,161.4375,38.38922993838787,4,261,0.9967283623326,7.352777099978994,25.53047604159373,20.02983037643135,3,0.5,0_75_p3_h1_3_6_12_s0_50,0.75,False,False,highs
milp_h3,28,93.86773516237736,160.875,67.00726483762264,5,255,0.9986576343587159,9.444785299856449,32.79439340227933,-9.150704522803423,3,0.5,0_75_p3_h1_3_6_12_s0_50,0.75,False,False,highs
milp_h3,29,98.95533773303032,160.3125,61.35716226696968,6,241,0.9992050626068785,11.566496600047685,40.161446527943355,-4.063101952150461,3,0.5,0_75_p3_h1_3_6_12_s0_50,0.75,False,False,highs
milp_h6,0,103.46149510145187,161.4375,57.976004898548126,4,229,0.9950892482739316,15.748309500064352,54.681630208556776,0.44305541627109335,3,0.5,0_75_p3_h1_3_6_12_s0_50,0.75,False,False,highs
milp_h6,1,104.82715460658073,160.875,56.047845393419266,6,226,0.6601274824812444,9.863299799966626,34.24756874988412,1.8087149213999538,3,0.5,0_75_p3_h1_3_6_12_s0_50,0.75,False,False,highs
milp_h6,2,107.0138995796442,161.4375,54.4236004203558,3,238,0.9980511939289702,9.472393799936981,32.89025624978118,3.9954598944634228,3,0.5,0_75_p3_h1_3_6_12_s0_50,0.75,False,False,highs
milp_h6,3,103.30197031795979,160.875,57.573029682040215,3,230,0.987335901500529,8.053591300122207,27.963858680979886,0.28353063277900503,3,0.5,0_75_p3_h1_3_6_12_s0_50,0.75,False,False,highs
milp_h6,4,99.85825496166945,161.4375,61.579245038330555,5,234,0.8080285330673764,8.40455620001012,29.182486805590695,-3.1601847235113354,3,0.5,0_75_p3_h1_3_6_12_s0_50,0.75,False,False,highs
milp_h6,5,105.94712971150875,159.75,53.80287028849125,7,247,0.8915482958220182,8.065144099891768,28.003972569068637,2.9286900263279705,3,0.5,0_75_p3_h1_3_6_12_s0_50,0.75,False,False,highs
milp_h6,6,100.9954795986414,160.875,59.879520401358604,1,278,0.0,10.022918299946468,34.8017996525919,-2.022960086539385,3,0.5,0_75_p3_h1_3_6_12_s0_50,0.75,False,False,highs
milp_h6,7,116.08566733449697,160.3125,44.226832665503025,4,223,0.9992513359210791,8.909301900057471,30.93507604186622,13.067227649316195,3,0.5,0_75_p3_h1_3_6_12_s0_50,0.75,False,False,highs
milp_h6,8,107.76818914711475,160.875,53.106810852885246,4,242,0.9985576822134021,7.707326999938232,26.76155208311886,4.749749461933973,3,0.5,0_75_p3_h1_3_6_12_s0_50,0.75,False,False,highs
milp_h6,9,93.60636006295681,160.875,67.26863993704319,4,263,0.8911857063922827,8.621044299987261,29.93418159717799,-9.41207962222397,3,0.5,0_75_p3_h1_3_6_12_s0_50,0.75,False,False,highs
milp_h6,10,85.98357054591179,161.4375,75.45392945408821,8,230,0.08163285312234823,7.268975900064106,25.23949965300037,-17.03486913926899,3,0.5,0_75_p3_h1_3_6_12_s0_50,0.75,False,False,highs
