controller,seed,net_profit,total_revenue,total_cost,served_customers,rejected_customers,mean_soc_fulfillment,total_compute_s,mean_step_ms,gap_to_best,ports,experiment_id,tariff,bess_enabled,v2g_enabled,solver
milp_h1,0,35.77782546912475,149.7089092011893,113.93108373206455,9,224,0.9966674304666521,4.407599299331196,15.304164233788875,0.4750177212290154,3,dynamic_1_3_p3_6_12_h1_3_6_12,dynamic:1.3,True,True,highs
milp_h1,1,35.06509987884465,146.57498853891872,111.50988866007407,9,223,0.7795695473590564,4.556944699608721,15.82272465141917,-0.23770786905108565,3,dynamic_1_3_p3_6_12_h1_3_6_12,dynamic:1.3,True,True,highs
milp_h1,2,33.79990614385099,141.51425996148876,107.71435381763777,6,235,0.9983711705837773,4.240460600180086,14.723821528403075,-1.5029016040447445,3,dynamic_1_3_p3_6_12_h1_3_6_12,dynamic:1.3,True,True,highs
milp_h1,3,35.88303543226391,150.3013174682505,114.41828203598658,8,225,0.9988173624404765,4.262915800209157,14.801790972948462,0.5802276843681753,3,dynamic_1_3_p3_6_12_h1_3_6_12,dynamic:1.3,True,True,highs
milp_h1,4,38.327794977725745,160.75411199587384,122.4263170181481,7,232,0.9985805703405464,4.225068300263956,14.67037604258318,3.0249872298300104,3,dynamic_1_3_p3_6_12_h1_3_6_12,dynamic:1.3,True,True,highs
milp_h1,5,33.71819451352309,140.79805964592248,107.07986513239939,9,245,0.9986918062025767,4.795798799837939,16.652079166103956,-1.5846132343726467,3,dynamic_1_3_p3_6_12_h1_3_6_12,dynamic:1.3,True,True,highs
milp_h1,6,36.997931247722605,155.04089203056841,118.04296078284581,9,270,0.7968468199094542,4.111849100503605,14.277253821193073,1.6951234998268703,3,dynamic_1_3_p3_6_12_h1_3_6_12,dynamic:1.3,True,True,highs
milp_h1,7,27.87098719354553,115.9760919291441,88.10510473559857,8,219,0.9970233026422637,4.193544999929145,14.560920138642864,-7.431820554350203,3,dynamic_1_3_p3_6_12_h1_3_6_12,dynamic:1.3,True,True,highs
milp_h1,8,33.04723891716168,137.80146730642483,104.75422838926315,7,239,0.8042142756700751,4.222507399914321,14.66148402748028,-2.255568830734056,3,dynamic_1_3_p3_6_12_h1_3_6_12,dynamic:1.3,True,True,highs
milp_h1,9,41.87920959991723,175.9173983526813,134.03818875276406,9,259,0.7258890959602696,4.042452200665139,14.036292363420621,6.5764018520214975,3,dynamic_1_3_p3_6_12_h1_3_6_12,dynamic:1.3,True,True,highs
milp_h3,0,35.7477173175792,149.6375689898185,113.8898516722393,12,222,0.9972429318962815,7.292674500087742,25.32178645863799,0.4449095696834675,3,dynamic_1_3_p3_6_12_h1_3_6_12,dynamic:1.3,True,True,highs
milp_h3,1,35.103045515605615,146.7394196315495,111.6363741159439,6,226,0.881176477339384,8.198027700127568,28.46537395877628,-0.19976223229011936,3,dynamic_1_3_p3_6_12_h1_3_6_12,dynamic:1.3,True,True,highs
milp_h3,2,33.955278815429054,142.24249387066905,108.28721505524,9,232,0.9941687473146693,5.556305199977942,19.292726388812298,-1.3475289324666804,3,dynamic_1_3_p3_6_12_h1_3_6_12,dynamic:1.3,True,True,highs
milp_h3,3,35.799835571452675,149.94078473806846,114.14094916661578,12,221,0.9638649551674419,5.920093499706127,20.55588020731294,0.497027823556941,3,dynamic_1_3_p3_6_12_h1_3_6_12,dynamic:1.3,True,True,highs
milp_h3,4,38.49821689609506,161.49260697547413,122.99439007937907,9,230,0.9974657984207727,5.736637399008032,19.918879857666777,3.1954091481993245,3,dynamic_1_3_p3_6_12_h1_3_6_12,dynamic:1.3,True,True,highs
milp_h3,5,33.756043951526394,140.96207387727011,107.20602992574372,7,247,0.9682909955940991,12.40247109986376,43.064135763415834,-1.5467637963693406,3,dynamic_1_3_p3_6_12_h1_3_6_12,dynamic:1.3,True,True,highs
