controller,seed,net_profit,total_revenue,total_cost,served_customers,rejected_customers,mean_soc_fulfillment,total_compute_s,mean_step_ms,gap_to_best,ports,experiment_id,tariff,bess_enabled,v2g_enabled,solver
milp_h1,0,206.08833387096723,321.575,115.48666612903277,7,226,0.997209218164327,3.244676599941158,11.266238194240133,0.5258242131274073,3,0_75_p3_6_12_h1_3_6_12,0.75,False,False,highs
milp_h1,1,209.0236748854319,320.775,111.75132511456808,8,224,0.9266320062023139,2.9380273000060697,10.201483680576631,3.461165227592062,3,0_75_p3_6_12_h1_3_6_12,0.75,False,False,highs
milp_h1,2,213.59508116195596,322.22499999999997,108.629918838044,7,234,0.9972467616108048,3.965895799919963,13.770471527499872,8.032571504116135,3,0_75_p3_6_12_h1_3_6_12,0.75,False,False,highs
milp_h1,3,205.75292596817016,320.45,114.69707403182983,9,224,0.9987592341986259,4.496721100003924,15.613614930569181,0.19041631033033468,3,0_75_p3_6_12_h1_3_6_12,0.75,False,False,highs
milp_h1,4,199.31232692797977,322.22499999999997,122.91267307202021,7,232,0.9971516417460076,4.16937069992855,14.476981596974131,-6.250182729860057,3,0_75_p3_6_12_h1_3_6_12,0.75,False,False,highs
milp_h1,5,211.4478697503606,318.84999999999997,107.40213024963934,11,243,0.9979893815875872,4.399933100103226,15.277545486469535,5.885360092520784,3,0_75_p3_6_12_h1_3_6_12,0.75,False,False,highs
milp_h1,6,200.55980220933753,319.47499999999997,118.91519779066245,9,270,0.9982641915483644,4.331185399882088,15.038838194035028,-5.002707448502292,3,0_75_p3_6_12_h1_3_6_12,0.75,False,False,highs
milp_h1,7,232.17133466899395,320.625,88.45366533100605,8,219,0.6965307305871591,4.563034399929165,15.843869444198491,26.608825011154124,3,0_75_p3_6_12_h1_3_6_12,0.75,False,False,highs
milp_h1,8,214.71668495535852,320.45,105.73331504464149,7,239,0.9370744070515914,4.813725599975442,16.714324999914727,9.154175297518691,3,0_75_p3_6_12_h1_3_6_12,0.75,False,False,highs
milp_h1,9,187.0112634648879,321.42499999999995,134.41373653511206,10,257,0.9415270558675743,4.218520599941257,14.647640972018255,-18.551246192951936,3,0_75_p3_6_12_h1_3_6_12,0.75,False,False,highs
milp_h1,10,170.75936308900512,320.59999999999997,149.84063691099485,10,228,0.9253035647993034,4.0468716000104905,14.051637500036426,-34.803146568834705,3,0_75_p3_6_12_h1_3_6_12,0.75,False,False,highs
milp_h1,11,203.57580386996267,319.95,116.3741961300373,7,207,0.8232209894612665,4.350431800048682,15.105665972391257,-1.9867057878771561,3,0_75_p3_6_12_h1_3_6_12,0.75,False,False,highs
milp_h1,12,205.64412404894827,321.9,116.2558759510517,7,243,0.9992164180580284,4.169899499982421,14.478817708272295,0.08161439110844526,3,0_75_p3_6_12_h1_3_6_12,0.75,False,False,highs
milp_h1,13,207.6057287285725,322.22499999999997,114.61927127142746,5,223,0.9981276896561557,4.314485199975024,14.980851388802169,2.0432190707326754,3,0_75_p3_6_12_h1_3_6_12,0.75,False,False,highs
milp_h1,14,202.00501449306805,321.575,119.56998550693194,11,245,0.8858837588292723,4.627965000006952,16.06932291669081,-3.5574951647717796,3,0_75_p3_6_12_h1_3_6_12,0.75,False,False,highs
milp_h1,15,211.90883941948414,321.75,109.84116058051586,9,221,0.7939649660136578,4.341651900023862,15.075180208416189,6.346329761644313,3,0_75_p3_6_12_h1_3_6_12,0.75,False,False,highs
milp_h1,16,201.17241351107754,322.22499999999997,121.05258648892243,6,229,0.9990052817897035,4.752232200065919,16.500806250228884,-4.390096146762289,3,0_75_p3_6_12_h1_3_6_12,0.75,False,False,highs
milp_h1,17,183.86103148361042,317.69999999999993,133.8389685163895,7,234,0.9972423063189055,4.40279460002057,15.287481250071425,-21.701478174229408,3,0_75_p3_6_12_h1_3_6_12,0.75,False,False,highs
milp_h1,18,241.65743172913784,319.79999999999995,78.1425682708621,8,235,0.8801345137349612,4.218582000074093,14.647854166923935,36.094922071298015,3,0_75_p3_6_12_h1_3_6_12,0.75,False,False,highs
milp_h1,19,200.0113731622696,319.0,118.9886268377304,10,197,0.9992044224362902,4.599943900051585,15.97202743073467,-5.551136495570233,3,0_75_p3_6_12_h1_3_6_12,0.75,False,False,highs
milp_h1,20,229.64080338329074,318.525,88.88419661670923,11,238,0.9986927215200395,4.764728800000739,16.54419722222479,24.07829372545092,3,0_75_p3_6_12_h1_3_6_12,0.75,False,False,highs
milp_h1,21,181.4234201610088,317.4,135.97657983899117,8,237,0.9979485983877938,4.320793999977468,15.002756944366208,-24.13908949683102,3,0_75_p3_6_12_h1_3_6_12,0.75,False,False,highs
milp_h1,22,231.6146108955145,322.875,91.26038910448551,9,240,0.8076725083498408,4.173694299963245,14.491994097094599,26.052101237674663,3,0_75_p3_6_12_h1_3_6_12,0.75,False,False,highs
milp_h1,23,211.5517953336239,320.625,109.07320466637611,11,239,0.9107948215980276,4.326698899982148,15.023260069382458,5.9892856757840605,3,0_75_p3_6_12_h1_3_6_12,0.75,False,False,highs
milp_h1,24,204.88800196746985,321.575,116.68699803253014,10,236,0.8929746309146098,4.319893199994112,14.999629166646223,-0.6745076903699783,3,0_75_p3_6_12_h1_3_6_12,0.75,False,False,highs
milp_h1,25,161.32512223720548,322.54999999999995,161.22487776279448,6,245,0.9982012897623769,4.734052499996324,16.4376822916539,-44.23738742063435,3,0_75_p3_6_12_h1_3_6_12,0.75,False,False,highs
milp_h1,26,202.10456476708254,321.575,119.47043523291747,9,210,0.8034096213332306,4.508653400022013,15.65504652785421,-3.4579448907572896,3,0_75_p3_6_12_h1_3_6_12,0.75,False,False,highs
milp_h1,27,245.3454174598058,321.9,76.55458254019419,6,259,0.9960864380896622,4.833642199984752,16.783479861058165,39.78290780196596,3,0_75_p3_6_12_h1_3_6_12,0.75,False,False,highs
milp_h1,28,187.34334265887733,321.09999999999997,133.75665734112263,5,255,0.9965996911049922,4.345845699979691,15.089742013818372,-18.219166998962493,3,0_75_p3_6_12_h1_3_6_12,0.75,False,False,highs
milp_h1,29,197.10917347272238,319.325,122.21582652727761,7,240,0.9971013765550532,3.398038400009682,11.798744444478062,-8.45333618511745,3,0_75_p3_6_12_h1_3_6_12,0.75,False,False,highs
milp_h3,0,205.44464753667512,320.59999999999997,115.15535246332486,14,219,0.8388088982619897,4.500327500078129,15.626137153049058,-0.11786212116470551,3,0_75_p3_6_12_h1_3_6_12,0.75,False,False,highs
milp_h3,1,209.44873154759404,321.42499999999995,111.97626845240592,8,224,0.49459815192911133,4.754697699987446,16.5093670138453,3.8862218897542107,3,0_75_p3_6_12_h1_3_6_12,0.75,False,False,highs
milp_h3,2,213.81284849842393,322.55,108.7371515015761,6,235,0.9968856645654653,3.8593021999913617,13.400354861081118,8.250338840584106,3,0_75_p3_6_12_h1_3_6_12,0.75,False,False,highs
milp_h3,3,206.18469930092493,321.09999999999997,114.91530069907505,7,226,0.9988614323107382,5.109656300068309,17.741862153014964,0.6221896430851075,3,0_75_p3_6_12_h1_3_6_12,0.75,False,False,highs
milp_h3,4,199.7165099233389,322.875,123.1584900766611,6,233,0.8582836269246363,5.686648499991861,19.745307291638408,-5.845999734500936,3,0_75_p3_6_12_h1_3_6_12,0.75,False,False,highs
milp_h3,5,211.6873557517926,319.175,107.4876442482074,12,242,0.9978899662773228,4.431787700021232,15.388151736184833,6.124846093952783,3,0_75_p3_6_12_h1_3_6_12,0.75,False,False,highs
milp_h3,6,200.9530392040809,320.125,119.17196079591909,9,270,0.9975792043781283,4.500210300029721,15.625730208436531,-4.609470453758917,3,0_75_p3_6_12_h1_3_6_12,0.75,False,False,highs
milp_h3,7,232.17133466899395,320.625,88.45366533100604,7,220,0.7696408425849078,4.864293599930534,16.88990833309213,26.608825011154124,3,0_75_p3_6_12_h1_3_6_12,0.75,False,False,highs
milp_h3,8,214.71668495535852,320.45,105.73331504464149,12,234,0.9553967707342087,4.710133299988229,16.354629513848018,9.154175297518691,3,0_75_p3_6_12_h1_3_6_12,0.75,False,False,highs
milp_h3,9,187.01126346488792,321.42499999999995,134.41373653511204,6,261,0.8575412120104131,5.273066800000379,18.309259722223537,-18.551246192951908,3,0_75_p3_6_12_h1_3_6_12,0.75,False,False,highs
milp_h3,10,171.22024774551392,321.575,150.35475225448607,12,226,0.8773316255705866,4.922450199948798,17.091840972044437,-34.34226191232591,3,0_75_p3_6_12_h1_3_6_12,0.75,False,False,highs
milp_h3,11,204.004552535216,320.59999999999997,116.59544746478397,12,202,0.6553964585673655,4.929511700065632,17.116360069672332,-1.557957122623833,3,0_75_p3_6_12_h1_3_6_12,0.75,False,False,highs
milp_h3,12,205.64412404894827,321.9,116.2558759510517,10,240,0.9987965251783721,5.077890700013086,17.63156493060099,0.08161439110844526,3,0_75_p3_6_12_h1_3_6_12,0.75,False,False,highs
milp_h3,13,207.81111140052474,322.54999999999995,114.73888859947522,7,221,0.9980766092937555,5.039864499929536,17.49952951364422,2.2486017426849116,3,0_75_p3_6_12_h1_3_6_12,0.75,False,False,highs
milp_h3,14,202.62862016558643,322.54999999999995,119.92137983441351,10,246,0.8751261597167289,5.019024099965463,17.42716701376897,-2.9338894922533996,3,0_75_p3_6_12_h1_3_6_12,0.75,False,False,highs
